creator_email,project_name,tag,start_date,end_date,curr_capacity,goal_capacity,city,state,description
sed@tellus.net,Arts and Crafts Guest Speaker,Women,2019-08-25 02:00:00,2019-08-25 06:00:00,0,14,Pike Creek,DE,
Donec.sollicitudin@ascelerisquesed.co.uk,Politics Social Media Fundraising,Youth,2020-03-02 15:00:00,2020-03-02 17:00:00,0,21,New Haven,CT,
ultrices@Lorem.net,Disaster Relief Walk,Hunger,2020-02-21 02:00:00,2020-02-21 15:00:00,0,6,Bellevue,WA,
quis@duiCum.org,Women Walk,Sports,2019-04-04 13:00:00,2019-04-05 04:00:00,0,7,Lincoln,NE,
risus.Duis@Nulla.co.uk,Arts and Crafts Social Media Fundraising,Sports,2018-10-05 05:00:00,2018-10-05 13:00:00,0,12,Fort Wayne,IN,
eu.nulla@egestasrhoncusProin.org,Politics Social Media Fundraising,Health,2019-01-15 20:00:00,2019-01-16 01:00:00,0,2,Indianapolis,IN,
sapien@augue.co.uk,Homeless Charity Auction,Health,2018-07-27 13:00:00,2018-07-27 21:00:00,0,24,Flint,MI,
Quisque.porttitor@nec.co.uk,International Guest Speaker,LGBT,2018-10-22 00:00:00,2018-10-22 04:00:00,0,16,Anchorage,AK,
pharetra.ut@pretiumetrutrum.co.uk,Technology Foundation,Homeless,2019-02-09 07:00:00,2019-02-09 17:00:00,0,5,Kansas City,KS,
pede.ac.urna@nibhAliquam.org,Politics Walk,International,2018-08-29 08:00:00,2018-08-29 23:00:00,0,20,Miami,FL,
non.cursus.non@luctuset.org,Homeless Walk,Seniors,2019-09-26 00:00:00,2019-09-26 04:00:00,0,19,Biloxi,MS,
Sed.neque@ultriciesdignissimlacus.co.uk,Politics Guest Speaker,Seniors,2018-08-07 19:00:00,2018-08-08 13:00:00,0,10,Tallahassee,FL,
ut.cursus.luctus@amet.co.uk,Faith-based Guest Speaker,International,2020-03-29 19:00:00,2020-03-30 10:00:00,0,19,Gulfport,MS,
orci.luctus@montesnascetur.ca,Faith-based Charity,Faith-based,2019-04-26 14:00:00,2019-04-27 07:00:00,0,13,Fayetteville,AR,
Nulla.eu.neque@eutellus.net,Politics Foundation,Disaster Relief,2018-11-07 09:00:00,2018-11-07 17:00:00,0,14,Colorado Springs,CO,
non@adipiscing.com,Animals Charity,Disaster Relief,2019-10-29 04:00:00,2019-10-29 06:00:00,0,7,Chandler,AZ,
leo.Vivamus@dictumaugue.com,Women Drive,Sports,2019-02-06 14:00:00,2019-02-06 23:00:00,0,23,Mobile,AL,
massa@dapibus.org,Sports Charity Auction,Youth,2019-10-27 05:00:00,2019-10-27 13:00:00,0,13,Richmond,VA,
ligula@Donecfeugiat.ca,Technology Drive,Disaster Relief,2019-12-04 19:00:00,2019-12-05 10:00:00,0,14,Gaithersburg,MD,
semper.et.lacinia@duiFuscealiquam.org,Sports Social Media Fundraising,Animals,2020-02-02 00:00:00,2020-02-02 22:00:00,0,18,Topeka,KS,
lorem.ipsum@ametrisus.org,LGBT Charity Auction,Faith-based,2020-01-17 12:00:00,2020-01-18 05:00:00,0,17,Lincoln,NE,
vel@Inatpede.net,Politics Drive,Seniors,2018-10-24 00:00:00,2018-10-24 21:00:00,0,19,Juneau,AK,
libero@elitNullafacilisi.ca,Seniors Charity Auction,Politics,2018-11-27 03:00:00,2018-11-27 12:00:00,0,18,Southaven,MS,
mi.Aliquam@velitegestas.org,Politics Foundation,Technology,2019-11-02 12:00:00,2019-11-03 12:00:00,0,25,Pike Creek,DE,
ultricies.ligula@facilisisSuspendissecommodo.org,Faith-based Charity,Animals,2018-08-21 00:00:00,2018-08-21 11:00:00,0,7,Bridgeport,CT,
mi.felis.adipiscing@eget.ca,Youth Charity Auction,Human Rights,2019-02-25 15:00:00,2019-02-26 14:00:00,0,16,Bowling Green,KY,
ac.urna.Ut@placerat.org,Human Rights Foundation,Faith-based,2018-06-01 19:00:00,2018-06-02 13:00:00,0,19,North Las Vegas,NV,
tellus.imperdiet@nequeNullam.com,Seniors Guest Speaker,Seniors,2018-10-21 09:00:00,2018-10-21 13:00:00,0,25,Oklahoma City,OK,
facilisis.Suspendisse.commodo@nasceturridiculusmus.co.uk,Human Rights Guest Speaker,Homeless,2018-02-17 01:00:00,2018-02-17 11:00:00,0,10,Meridian,ID,
magna@volutpat.edu,Health Charity Auction,Technology,2018-06-06 20:00:00,2018-06-07 15:00:00,0,13,Norfolk,VA,
Phasellus.libero.mauris@Proin.net,Women Guest Speaker,Homeless,2020-01-06 07:00:00,2020-01-07 00:00:00,0,4,Louisville,KY,
penatibus.et.magnis@ornarefacilisis.org,Human Rights Social Media Fundraising,Arts and Crafts,2018-02-13 11:00:00,2018-02-13 17:00:00,0,14,Topeka,KS,
lectus.quis.massa@ac.com,Environment Guest Speaker,Health,2018-02-09 19:00:00,2018-02-10 17:00:00,0,25,Augusta,GA,
iaculis.quis@gravida.org,Seniors Charity,Seniors,2019-03-11 08:00:00,2019-03-11 19:00:00,0,8,Pittsburgh,PA,
ac.facilisis.facilisis@ornarelectus.ca,Disaster Relief Foundation,Environment,2019-09-29 05:00:00,2019-09-29 13:00:00,0,2,New Haven,CT,
malesuada.vel@Quisque.co.uk,Education Charity Auction,LGBT,2019-05-25 10:00:00,2019-05-25 14:00:00,0,20,Sterling Heights,MI,
et.magnis.dis@Curabitur.com,Environment Social Media Fundraising,Homeless,2018-09-14 00:00:00,2018-09-14 15:00:00,0,22,Birmingham,AL,
diam@sapienAeneanmassa.com,Education Drive,Hunger,2019-09-24 23:00:00,2019-09-25 10:00:00,0,16,Nampa,ID,
eleifend.nec@sollicitudin.edu,Faith-based Guest Speaker,Human Rights,2018-07-26 15:00:00,2018-07-27 11:00:00,0,2,Anchorage,AK,
magna@Nullamlobortis.co.uk,Seniors Foundation,Sports,2019-02-09 11:00:00,2019-02-10 02:00:00,0,12,Fort Wayne,IN,
tempor.diam@elita.co.uk,Hunger Walk,International,2018-09-20 02:00:00,2018-09-20 21:00:00,0,7,Cleveland,OH,
Fusce@dui.net,Faith-based Walk,Sports,2020-03-25 02:00:00,2020-03-25 17:00:00,0,15,Mobile,AL,
euismod.in@sempertellus.org,Youth Drive,Arts and Crafts,2018-06-27 23:00:00,2018-06-28 09:00:00,0,2,Kenosha,WI,
Proin@ridiculusmusAenean.co.uk,Politics Guest Speaker,Sports,2018-06-13 10:00:00,2018-06-13 14:00:00,0,21,Butte,MT,
Duis.cursus.diam@et.net,Youth Social Media Fundraising,Health,2020-04-01 08:00:00,2020-04-01 09:00:00,0,12,Fayetteville,AR,
risus.Quisque@orci.org,Human Rights Walk,Health,2019-07-12 16:00:00,2019-07-13 06:00:00,0,6,Green Bay,WI,
nulla@Maecenasmalesuada.edu,Hunger Walk,Women,2019-08-21 00:00:00,2019-08-21 23:00:00,0,15,Pocatello,ID,
magna.Ut.tincidunt@erosturpis.co.uk,Animals Drive,LGBT,2019-12-21 08:00:00,2019-12-22 02:00:00,0,16,Gary,IN,
risus.varius.orci@acmetusvitae.co.uk,Disaster Relief Walk,Seniors,2018-02-24 15:00:00,2018-02-25 13:00:00,0,19,Chattanooga,TN,
ut.pharetra.sed@purusgravidasagittis.co.uk,Arts and Crafts Guest Speaker,Health,2018-09-19 19:00:00,2018-09-20 08:00:00,0,4,Fayetteville,AR,
dictum.eu@uteratSed.ca,Health Charity Auction,Sports,2020-02-29 14:00:00,2020-02-29 22:00:00,0,17,Hattiesburg,MS,
tempor.erat@dictum.com,Technology Charity Auction,Human Rights,2020-03-16 08:00:00,2020-03-16 10:00:00,0,17,Wilmington,DE,
erat.nonummy.ultricies@Nullasemper.edu,International Walk,Faith-based,2019-09-25 21:00:00,2019-09-26 20:00:00,0,21,Springdale,AR,
ultrices@nisl.net,Disaster Relief Social Media Fundraising,International,2019-10-12 23:00:00,2019-10-13 16:00:00,0,11,Milwaukee,WI,
congue@Integer.org,Faith-based Foundation,Women,2018-10-06 09:00:00,2018-10-06 18:00:00,0,11,Orlando,FL,
Morbi.metus.Vivamus@purusaccumsaninterdum.ca,Human Rights Walk,Politics,2018-03-21 00:00:00,2018-03-21 18:00:00,0,25,Georgia,GA,
Cras@vel.edu,Faith-based Social Media Fundraising,LGBT,2019-06-06 12:00:00,2019-06-06 20:00:00,0,6,Aurora,CO,
magna.et.ipsum@acmattisornare.edu,Sports Social Media Fundraising,Disaster Relief,2019-04-17 00:00:00,2019-04-17 14:00:00,0,8,Laramie,WY,
erat.semper.rutrum@magnaDuisdignissim.com,Faith-based Foundation,Youth,2019-10-21 02:00:00,2019-10-21 09:00:00,0,21,Spokane,WA,
ultrices.sit.amet@iaculis.org,Sports Guest Speaker,Health,2019-07-17 08:00:00,2019-07-17 18:00:00,0,12,Lincoln,NE,
sed.pede@Aliquamornarelibero.net,Politics Foundation,Faith-based,2018-06-25 16:00:00,2018-06-26 00:00:00,0,20,Salt Lake City,UT,
Vivamus.non@elit.ca,Youth Charity,Environment,2018-12-23 05:00:00,2018-12-23 16:00:00,0,13,North Las Vegas,NV,
nisi@enim.co.uk,International Social Media Fundraising,Faith-based,2020-02-15 17:00:00,2020-02-16 01:00:00,0,7,Evansville,IN,
risus.Donec.nibh@sodalesat.com,Seniors Walk,Women,2019-09-11 14:00:00,2019-09-12 03:00:00,0,15,Duluth,MN,
convallis.in.cursus@Nullamsuscipit.org,LGBT Guest Speaker,Arts and Crafts,2018-02-14 05:00:00,2018-02-14 12:00:00,0,10,Erie,PA,
per@ornarelectus.org,Technology Social Media Fundraising,Women,2018-06-06 09:00:00,2018-06-07 05:00:00,0,23,Tampa,FL,
ullamcorper.eu.euismod@duisemperet.co.uk,LGBT Guest Speaker,Human Rights,2018-11-25 05:00:00,2018-11-25 10:00:00,0,16,Billings,MT,
feugiat.tellus@rhoncus.org,Human Rights Guest Speaker,Animals,2018-09-12 03:00:00,2018-09-12 06:00:00,0,9,Harrisburg,PA,
massa@dapibus.org,Politics Charity Auction,Politics,2018-03-24 03:00:00,2018-03-24 14:00:00,0,15,Augusta,ME,
fermentum.fermentum.arcu@dolorvitae.ca,Disaster Relief Charity Auction,Animals,2019-06-12 15:00:00,2019-06-13 03:00:00,0,9,Rochester,MN,
pede.et@libero.ca,International Foundation,Politics,2018-04-20 08:00:00,2018-04-21 04:00:00,0,3,Lexington,KY,
et.ipsum@etmagnisdis.net,Human Rights Guest Speaker,International,2018-04-25 10:00:00,2018-04-26 02:00:00,0,22,Auburn,ME,
sociis@sodales.com,Technology Charity Auction,LGBT,2018-07-17 02:00:00,2018-07-17 07:00:00,0,24,Metairie,LA,
magna@fringillaestMauris.co.uk,Education Foundation,Sports,2020-01-31 14:00:00,2020-01-31 15:00:00,0,8,Nashville,TN,
Nam@eutellus.ca,Hunger Charity Auction,Sports,2020-02-01 07:00:00,2020-02-01 20:00:00,0,6,Flint,MI,
elit@purusac.com,Youth Charity Auction,Youth,2019-04-22 23:00:00,2019-04-23 02:00:00,0,23,Rockford,IL,
eu@ligulaNullamfeugiat.edu,Faith-based Walk,Homeless,2018-10-24 13:00:00,2018-10-24 16:00:00,0,21,Denver,CO,
eu@libero.com,Technology Walk,Education,2018-07-25 05:00:00,2018-07-25 14:00:00,0,7,Allentown,PA,
Cras@telluslorem.co.uk,Technology Social Media Fundraising,Education,2018-09-03 12:00:00,2018-09-03 15:00:00,0,23,Baltimore,MD,
elementum.at@nunc.org,Homeless Charity Auction,International,2020-04-07 03:00:00,2020-04-07 14:00:00,0,13,Nampa,ID,
dui.augue@aliquamarcu.org,Sports Guest Speaker,Seniors,2018-04-24 02:00:00,2018-04-24 06:00:00,0,6,Little Rock,AR,
sociis@iaculisenimsit.org,Faith-based Drive,Animals,2018-12-08 22:00:00,2018-12-09 00:00:00,0,22,Kapolei,HI,
non.vestibulum@eunulla.net,Faith-based Charity Auction,Faith-based,2018-06-14 07:00:00,2018-06-15 00:00:00,0,8,Augusta,GA,
Pellentesque@Etiam.com,Environment Social Media Fundraising,Health,2018-05-16 21:00:00,2018-05-17 03:00:00,0,5,Memphis,TN,
et.malesuada.fames@libero.com,Faith-based Guest Speaker,Animals,2018-01-03 09:00:00,2018-01-03 21:00:00,0,2,Toledo,OH,
at.pede@nasceturridiculusmus.edu,Technology Foundation,Homeless,2018-02-26 00:00:00,2018-02-26 17:00:00,0,19,Metairie,LA,
rhoncus.Donec@aultriciesadipiscing.ca,Homeless Social Media Fundraising,Environment,2019-08-13 21:00:00,2019-08-14 12:00:00,0,6,Columbus,OH,
enim.Sed@Donec.ca,Seniors Charity Auction,Youth,2018-08-30 20:00:00,2018-08-31 13:00:00,0,2,Lincoln,NE,
euismod.mauris.eu@egetodio.net,Faith-based Drive,Hunger,2019-06-09 07:00:00,2019-06-10 04:00:00,0,9,Cambridge,MA,
lorem@loremfringilla.co.uk,Education Charity,Human Rights,2019-01-19 09:00:00,2019-01-20 06:00:00,0,18,Jackson,MS,
tellus.id@Inornare.com,Seniors Social Media Fundraising,Hunger,2019-03-30 00:00:00,2019-03-30 22:00:00,0,7,Baton Rouge,LA,
Proin@loremauctorquis.org,Environment Walk,Women,2018-11-15 06:00:00,2018-11-15 08:00:00,0,21,Bellevue,WA,
accumsan.sed@Curabituregestasnunc.edu,Environment Social Media Fundraising,Seniors,2018-10-26 17:00:00,2018-10-26 23:00:00,0,20,Nampa,ID,
consectetuer.adipiscing@necurnaet.ca,Sports Charity Auction,Disaster Relief,2018-09-08 05:00:00,2018-09-08 17:00:00,0,5,Jacksonville,FL,
nunc.nulla@Maurisnondui.co.uk,Women Charity Auction,Youth,2018-10-25 21:00:00,2018-10-26 14:00:00,0,20,South Portland,ME,
tempor.erat@ut.ca,Women Guest Speaker,Faith-based,2018-05-31 02:00:00,2018-05-31 23:00:00,0,13,Rochester,MN,
amet.ante.Vivamus@Quisquenonummy.co.uk,Technology Social Media Fundraising,Faith-based,2018-02-23 12:00:00,2018-02-23 19:00:00,0,24,Rock Springs,WY,
quis@Duis.co.uk,Seniors Charity,Disaster Relief,2018-03-09 10:00:00,2018-03-09 18:00:00,0,21,Sacramento,CA,
nonummy.ac.feugiat@molestietellus.ca,Arts and Crafts Charity Auction,LGBT,2018-10-19 00:00:00,2018-10-20 00:00:00,0,7,Wyoming,WY,
est.ac@orciUt.edu,Health Charity Auction,Health,2019-03-23 06:00:00,2019-03-23 08:00:00,0,22,Philadelphia,PA,
odio@etrutrumnon.ca,Seniors Guest Speaker,Youth,2018-11-06 08:00:00,2018-11-06 17:00:00,0,17,Shreveport,LA,
non.luctus@magnaPhasellus.co.uk,Disaster Relief Social Media Fundraising,LGBT,2019-08-21 19:00:00,2019-08-21 21:00:00,0,23,Burlington,VT,
quam@ultrices.net,Environment Social Media Fundraising,Women,2018-11-22 02:00:00,2018-11-22 17:00:00,0,2,Burlington,VT,
vitae.semper@eu.edu,LGBT Charity,Homeless,2018-02-17 19:00:00,2018-02-18 06:00:00,0,12,Grand Rapids,MI,
amet.nulla.Donec@in.org,Health Foundation,Faith-based,2019-04-14 01:00:00,2019-04-14 03:00:00,0,19,Springfield,MA,
lacus@rutrum.org,Hunger Social Media Fundraising,Homeless,2020-01-09 02:00:00,2020-01-09 23:00:00,0,17,Mesa,AZ,
Proin.nisl.sem@Suspendisse.org,Politics Drive,Women,2019-03-05 01:00:00,2019-03-05 11:00:00,0,2,Columbus,OH,
elementum.dui.quis@et.org,Education Charity Auction,LGBT,2020-03-12 16:00:00,2020-03-13 03:00:00,0,12,Chandler,AZ,
bibendum@fringilla.com,Environment Charity Auction,LGBT,2019-05-09 03:00:00,2019-05-09 04:00:00,0,22,Augusta,ME,
pede.et@interdumfeugiatSed.co.uk,Environment Drive,Arts and Crafts,2018-07-24 06:00:00,2018-07-24 17:00:00,0,6,Pittsburgh,PA,
neque.In.ornare@pedeblandit.edu,Sports Foundation,Homeless,2018-11-30 20:00:00,2018-12-01 14:00:00,0,5,Bozeman,MT,
Curae.Phasellus.ornare@Maecenasmifelis.co.uk,Faith-based Guest Speaker,Animals,2020-01-21 07:00:00,2020-01-21 08:00:00,0,8,Metairie,LA,
faucibus.ut@etcommodoat.co.uk,Women Charity Auction,Seniors,2018-05-27 00:00:00,2018-05-27 17:00:00,0,18,Burlington,VT,
nisl@neccursus.co.uk,Disaster Relief Foundation,LGBT,2019-03-04 18:00:00,2019-03-05 17:00:00,0,23,Tucson,AZ,
diam.nunc@etmalesuadafames.org,Arts and Crafts Guest Speaker,Disaster Relief,2018-04-17 23:00:00,2018-04-18 01:00:00,0,16,Louisville,KY,
luctus@nec.com,Education Charity Auction,Technology,2019-01-21 11:00:00,2019-01-22 09:00:00,0,17,Indianapolis,IN,
mauris.rhoncus@Utsemperpretium.co.uk,Disaster Relief Social Media Fundraising,Health,2019-08-23 03:00:00,2019-08-24 00:00:00,0,23,Flint,MI,
malesuada@imperdiet.ca,Arts and Crafts Guest Speaker,Disaster Relief,2019-09-08 10:00:00,2019-09-09 04:00:00,0,21,Dallas,TX,
Nulla.dignissim@turpis.org,Disaster Relief Guest Speaker,Education,2020-04-06 05:00:00,2020-04-06 12:00:00,0,17,Lawton,OK,
enim.Curabitur@Donecfeugiatmetus.com,Youth Guest Speaker,Animals,2018-11-08 12:00:00,2018-11-09 08:00:00,0,3,Boston,MA,
semper.rutrum.Fusce@Nunc.net,Environment Charity,Women,2019-11-13 12:00:00,2019-11-14 07:00:00,0,18,Bellevue,NE,
pede.sagittis.augue@tincidunt.ca,Health Guest Speaker,Faith-based,2018-10-17 05:00:00,2018-10-17 09:00:00,0,24,Chicago,IL,
auctor@tinciduntadipiscing.edu,LGBT Charity,Environment,2018-10-15 07:00:00,2018-10-16 07:00:00,0,6,Georgia,GA,
Aenean@dapibusligulaAliquam.net,Environment Social Media Fundraising,Youth,2020-02-04 00:00:00,2020-02-04 13:00:00,0,4,Topeka,KS,
sem.ut.dolor@parturientmontes.edu,Animals Charity Auction,Health,2019-01-21 07:00:00,2019-01-21 23:00:00,0,3,Eugene,OR,
Curabitur.consequat.lectus@egetlaoreet.edu,Hunger Guest Speaker,Human Rights,2018-01-03 00:00:00,2018-01-03 07:00:00,0,23,Gulfport,MS,
Morbi@nonegestasa.com,Hunger Social Media Fundraising,Sports,2018-04-18 16:00:00,2018-04-18 21:00:00,0,8,Butte,MT,
velit.eu.sem@posuere.ca,Animals Social Media Fundraising,Faith-based,2018-11-25 09:00:00,2018-11-25 20:00:00,0,4,Pike Creek,DE,
ante@semperNam.net,Faith-based Charity,Arts and Crafts,2018-10-23 21:00:00,2018-10-23 23:00:00,0,23,West Jordan,UT,
tempus.risus.Donec@convalliserateget.co.uk,International Charity Auction,LGBT,2019-02-03 13:00:00,2019-02-04 07:00:00,0,15,Jonesboro,AR,
in.molestie.tortor@euismod.ca,Education Foundation,Human Rights,2018-11-25 15:00:00,2018-11-26 15:00:00,0,10,Cambridge,MA,
justo.faucibus.lectus@estMauris.ca,Politics Foundation,Sports,2018-06-20 08:00:00,2018-06-20 23:00:00,0,25,Great Falls,MT,
adipiscing.enim@magnaseddui.co.uk,Health Charity Auction,Youth,2019-01-29 14:00:00,2019-01-30 12:00:00,0,23,Meridian,ID,
orci.Phasellus.dapibus@cursusIntegermollis.ca,Animals Foundation,Disaster Relief,2018-09-26 00:00:00,2018-09-26 09:00:00,0,10,Boise,ID,
In.condimentum@Proin.com,Faith-based Walk,Human Rights,2018-07-24 09:00:00,2018-07-24 21:00:00,0,12,College,AK,
tortor.Integer@vitae.co.uk,Arts and Crafts Social Media Fundraising,Youth,2019-09-02 11:00:00,2019-09-02 22:00:00,0,13,Fort Smith,AR,
pellentesque@euodio.net,Homeless Drive,Faith-based,2019-04-09 15:00:00,2019-04-09 22:00:00,0,24,San Diego,CA,
Nullam.feugiat@maurisMorbi.com,International Walk,Education,2019-03-15 07:00:00,2019-03-15 22:00:00,0,18,Memphis,TN,
erat.nonummy.ultricies@ac.org,International Charity,Sports,2018-07-19 23:00:00,2018-07-20 20:00:00,0,3,Tuscaloosa,AL,
euismod.urna@semper.org,International Drive,Technology,2019-04-19 15:00:00,2019-04-20 12:00:00,0,5,Jackson,MS,
sed@vitaealiquameros.ca,Disaster Relief Charity,LGBT,2018-08-10 19:00:00,2018-08-11 16:00:00,0,23,Essex,VT,
Donec@NullainterdumCurabitur.co.uk,Technology Charity Auction,Disaster Relief,2019-04-29 14:00:00,2019-04-29 21:00:00,0,22,North Las Vegas,NV,
auctor.odio.a@liberoProinsed.edu,Technology Walk,Faith-based,2020-01-10 10:00:00,2020-01-11 06:00:00,0,21,Tacoma,WA,
Aenean.eget.magna@ametconsectetuer.net,Seniors Charity,Technology,2018-01-26 11:00:00,2018-01-27 04:00:00,0,8,Fayetteville,AR,
habitant.morbi@tristiquepharetra.net,Environment Guest Speaker,Disaster Relief,2019-01-19 00:00:00,2019-01-19 06:00:00,0,14,Sandy,UT,
nisl.Nulla@mi.co.uk,International Guest Speaker,Animals,2018-08-01 00:00:00,2018-08-01 12:00:00,0,15,Rockville,MD,
adipiscing.elit@vestibulumneceuismod.co.uk,Women Charity,Animals,2020-02-06 03:00:00,2020-02-06 19:00:00,0,7,Birmingham,AL,
sapien.imperdiet.ornare@arcuVestibulum.ca,Health Walk,Hunger,2019-03-26 13:00:00,2019-03-27 12:00:00,0,17,Frederick,MD,
augue@tellus.edu,Disaster Relief Foundation,Environment,2018-05-01 17:00:00,2018-05-02 11:00:00,0,6,Norfolk,VA,
enim@augue.org,LGBT Guest Speaker,Technology,2018-05-28 03:00:00,2018-05-28 04:00:00,0,25,Honolulu,HI,
mi@auctorquis.com,LGBT Social Media Fundraising,Environment,2020-02-17 16:00:00,2020-02-18 12:00:00,0,8,West Jordan,UT,
eu.turpis.Nulla@ligulaAeneangravida.org,Human Rights Charity Auction,Faith-based,2018-07-10 03:00:00,2018-07-10 04:00:00,0,24,Norman,OK,
mus.Donec.dignissim@Maurismolestiepharetra.org,Environment Foundation,Faith-based,2018-04-15 04:00:00,2018-04-15 22:00:00,0,11,Meridian,ID,
lobortis.Class@orci.net,Hunger Foundation,LGBT,2019-06-12 11:00:00,2019-06-13 11:00:00,0,14,Kenosha,WI,
Fusce@asollicitudinorci.ca,Sports Foundation,Environment,2018-12-31 07:00:00,2019-01-01 00:00:00,0,13,Huntsville,AL,
non.leo@hendrerit.ca,Women Charity,International,2019-08-01 21:00:00,2019-08-02 09:00:00,0,13,Fort Collins,CO,
tortor.dictum@etipsumcursus.ca,Technology Guest Speaker,Environment,2020-02-23 15:00:00,2020-02-23 23:00:00,0,9,Hattiesburg,MS,
mauris@sedest.com,Hunger Charity,Health,2019-08-14 00:00:00,2019-08-14 03:00:00,0,21,Norman,OK,
Suspendisse@sollicitudina.edu,Youth Charity,Arts and Crafts,2020-01-20 01:00:00,2020-01-20 10:00:00,0,18,Seattle,WA,
vitae.aliquet.nec@lobortismauris.co.uk,Human Rights Social Media Fundraising,Disaster Relief,2018-05-30 12:00:00,2018-05-31 07:00:00,0,23,Detroit,MI,
consequat.dolor@cursusvestibulum.com,Health Charity,Arts and Crafts,2019-05-09 05:00:00,2019-05-09 11:00:00,0,2,Butte,MT,
sapien.cursus.in@bibendumullamcorper.co.uk,Politics Social Media Fundraising,International,2018-07-24 13:00:00,2018-07-25 00:00:00,0,10,Nampa,ID,
commodo.auctor.velit@egestas.org,Homeless Charity Auction,Politics,2018-03-06 00:00:00,2018-03-06 06:00:00,0,20,Gresham,OR,
velit@sempertellus.edu,LGBT Walk,International,2018-10-09 08:00:00,2018-10-10 02:00:00,0,25,Columbia,MO,
sit.amet@in.org,Animals Drive,Technology,2018-10-30 21:00:00,2018-10-31 12:00:00,0,11,Colorado Springs,CO,
Sed.nulla@faucibusMorbi.org,Human Rights Guest Speaker,Environment,2018-04-18 06:00:00,2018-04-18 10:00:00,0,24,West Valley City,UT,
dolor.vitae.dolor@porttitorvulputate.com,Environment Charity,Technology,2020-01-26 04:00:00,2020-01-26 13:00:00,0,5,Mesa,AZ,
adipiscing.lacus@condimentum.ca,Education Foundation,Politics,2018-10-26 06:00:00,2018-10-27 02:00:00,0,21,Tucson,AZ,
faucibus@et.ca,Women Drive,Technology,2018-08-09 20:00:00,2018-08-10 20:00:00,0,23,Clarksville,TN,
iaculis.aliquet@vestibulummassa.edu,Homeless Guest Speaker,Faith-based,2018-05-29 00:00:00,2018-05-29 02:00:00,0,4,Cambridge,MA,
egestas.urna.justo@eratnonummy.edu,Seniors Foundation,Arts and Crafts,2019-10-01 13:00:00,2019-10-02 13:00:00,0,25,Kenosha,WI,
sociis.natoque.penatibus@felisNulla.net,Faith-based Drive,Human Rights,2018-08-03 00:00:00,2018-08-03 11:00:00,0,3,North Las Vegas,NV,
luctus.aliquet.odio@sitametdiam.net,Disaster Relief Charity Auction,Arts and Crafts,2019-09-12 19:00:00,2019-09-13 04:00:00,0,11,North Las Vegas,NV,
purus.gravida.sagittis@aliquameuaccumsan.co.uk,Animals Charity,Disaster Relief,2020-01-24 05:00:00,2020-01-24 13:00:00,0,23,Honolulu,HI,
dictum.augue@nec.org,Environment Foundation,Sports,2019-12-11 01:00:00,2019-12-11 05:00:00,0,24,Bellevue,NE,
Vestibulum.ante@rhoncusNullamvelit.org,Human Rights Drive,Sports,2018-12-29 11:00:00,2018-12-29 18:00:00,0,19,Sioux City,IA,
Nunc.ut.erat@imperdiet.edu,Health Charity,Politics,2020-01-05 12:00:00,2020-01-06 05:00:00,0,23,Baltimore,MD,
sed@aliquetsem.ca,Disaster Relief Drive,Education,2019-01-18 21:00:00,2019-01-19 21:00:00,0,2,Covington,KY,
at.arcu@sed.co.uk,International Charity,LGBT,2019-04-22 07:00:00,2019-04-22 16:00:00,0,5,Lansing,MI,
dis.parturient.montes@scelerisqueloremipsum.co.uk,Technology Foundation,Technology,2018-09-25 14:00:00,2018-09-26 08:00:00,0,5,Casper,WY,
Phasellus@scelerisquesedsapien.com,Politics Charity Auction,Health,2019-12-24 00:00:00,2019-12-24 21:00:00,0,5,Flint,MI,
