pid,creator_email,project_name,tag,project_date,day_of_week,start_time,end_time,curr_capacity,goal_capacity,city,state,description
4207,Duis@sapiencursusin.edu,Politics Walk,Education,8/13/2017,thursday,16,17,0,25,Kaneohe,AL,
4208,facilisi.Sed.neque@fermentumvel.edu,Sports Foundation,Environment,6/25/2018,thursday,13,14,0,6,Idaho Falls,CT,
4209,justo.eu@consequatenimdiam.net,Animals Walk,Seniors,5/18/2018,sunday,16,17,0,4,Olathe,CT,
4210,amet.orci@rutrummagna.ca,Health Drive,Education,1/26/2019,tuesday,7,10,0,15,Memphis,VT,
4211,Morbi@Suspendisse.com,Sports Charity,Sports,5/27/2017,wednesday,9,12,0,20,Clarksville,PA,
4212,nulla.at.sem@antebibendumullamcorper.net,Homeless Foundation,Politics,2/11/2019,wednesday,7,8,0,6,Frederick,PA,
4213,Curabitur.ut.odio@massalobortis.co.uk,Education Foundation,Youth,3/19/2017,monday,10,12,0,6,Gulfport,TX,
4214,Mauris@non.ca,Health Foundation,Disaster Relief,8/7/2018,monday,14,15,0,16,Shreveport,KY,
4215,Suspendisse@Nunccommodoauctor.net,Human Rights Walk,Women,4/8/2017,thursday,15,17,0,2,Billings,KS,
4216,arcu.imperdiet@Utnecurna.edu,Arts and Crafts Drive,Faith-based,2/17/2017,friday,7,10,0,10,Shreveport,MS,
4217,viverra.Donec.tempus@blandit.co.uk,International Foundation,Technology,3/12/2019,wednesday,10,11,0,22,New Orleans,MD,
4218,mollis.vitae@quamPellentesque.edu,Technology Foundation,Sports,9/29/2018,thursday,11,12,0,20,Erie,HI,
4219,tincidunt.orci.quis@conubianostra.net,Technology Charity Auction,Human Rights,9/25/2018,monday,10,12,0,24,Chesapeake,AZ,
4220,amet@aliquamenimnec.com,Women Guest Speaker,International,2/10/2017,wednesday,9,10,0,25,Waterbury,CA,
4221,Maecenas.mi.felis@pharetrafelis.net,Homeless Charity,Hunger,8/13/2017,thursday,13,14,0,4,New Haven,HI,
4222,ante@gravida.edu,Homeless Drive,International,11/21/2018,sunday,10,11,0,7,Provo,HI,
4223,fermentum.risus.at@vulputate.edu,Youth Charity,Education,4/5/2018,sunday,7,9,0,11,South Bend,MS,
4224,velit.justo@montesnascetur.ca,International Guest Speaker,Health,3/7/2017,friday,10,12,0,8,West Valley City,CA,
4225,non.enim@ametanteVivamus.net,Hunger Guest Speaker,Youth,1/16/2019,monday,11,13,0,8,Lansing,KY,
4226,at@Donecconsectetuermauris.net,Sports Social Media Fundraising,LGBT,9/11/2017,monday,10,13,0,8,Idaho Falls,ME,
4227,montes.nascetur@porttitoreros.ca,Environment Charity,International,6/2/2017,sunday,8,9,0,7,Augusta,CO,
4228,dignissim@parturient.edu,Youth Charity,Education,3/10/2018,monday,8,11,0,22,Southaven,KY,
4229,augue.ut@doloregestas.net,Technology Charity Auction,Technology,8/3/2017,monday,17,19,0,10,Anchorage,KY,
4230,consectetuer.euismod.est@adipiscing.co.uk,International Drive,Women,2/19/2019,sunday,8,11,0,14,Aurora,CT,
4231,sagittis@interdumligula.co.uk,Homeless Social Media Fundraising,International,4/27/2017,sunday,13,16,0,13,Bangor,ME,
4232,Morbi@Aenean.edu,LGBT Drive,Faith-based,4/3/2018,saturday,14,15,0,17,Gresham,CA,
4233,risus.Nunc.ac@orciluctus.org,Sports Guest Speaker,Sports,4/22/2017,wednesday,9,11,0,23,Mobile,WA,
4234,Quisque@diamPellentesquehabitant.org,Health Charity Auction,Human Rights,10/9/2018,friday,13,14,0,16,New Haven,CA,
4235,et@Curabitur.ca,Arts and Crafts Charity,Disaster Relief,5/17/2017,thursday,7,9,0,18,Wichita,MD,
4236,sit@nec.co.uk,Education Foundation,Health,12/18/2017,sunday,11,13,0,3,Fresno,WI,
4237,mi@Pellentesquehabitant.edu,Technology Social Media Fundraising,Disaster Relief,11/17/2017,tuesday,10,11,0,17,Memphis,VT,
4238,lorem.sit.amet@amet.ca,Women Walk,Arts and Crafts,3/31/2018,thursday,14,15,0,22,Norman,CT,
4239,diam.Proin@penatibus.ca,Homeless Walk,Health,1/12/2017,friday,10,13,0,7,Fresno,ID,
4240,tempor.diam.dictum@penatibuset.net,Human Rights Charity Auction,Arts and Crafts,5/7/2017,friday,7,10,0,10,Fort Worth,CT,
4241,vitae@Proin.ca,Youth Charity Auction,Environment,9/2/2017,tuesday,9,10,0,19,Bellevue,CT,
4242,eu@ac.edu,Animals Charity Auction,Sports,1/27/2019,saturday,13,15,0,19,Provo,OH,
4243,pede.et@libero.ca,Women Drive,Faith-based,5/29/2017,friday,16,18,0,15,Shreveport,KS,
4244,consequat.auctor.nunc@DonecnibhQuisque.edu,Human Rights Charity Auction,Environment,6/7/2017,saturday,11,12,0,20,Wilmington,LA,
4245,Nam.ligula@idlibero.net,Animals Guest Speaker,Women,2/16/2018,tuesday,15,18,0,15,Jefferson City,IA,
4246,dui.augue.eu@Nullamsuscipitest.org,Politics Guest Speaker,Homeless,11/22/2018,wednesday,15,17,0,25,Denver,NV,
4247,pede.nec.ante@felis.org,Health Drive,Youth,11/22/2017,friday,8,11,0,14,Aurora,OH,
4248,dictum.Phasellus@tempor.org,Education Foundation,LGBT,7/9/2017,thursday,13,16,0,21,Shreveport,IA,
4249,nulla.Integer.vulputate@massa.edu,Women Charity,Environment,11/7/2018,thursday,16,18,0,9,Evansville,CT,
4250,taciti.sociosqu.ad@Crasconvallis.com,Seniors Foundation,Homeless,11/9/2018,saturday,12,13,0,22,Jonesboro,HI,
4251,nunc.sed.libero@ipsum.ca,Women Guest Speaker,Youth,9/15/2018,thursday,11,12,0,7,Kapolei,MT,
4252,scelerisque@mollisdui.com,Education Guest Speaker,International,7/11/2018,friday,11,14,0,17,Shreveport,IN,
4253,vel.vulputate@ligulaDonecluctus.co.uk,Homeless Social Media Fundraising,Politics,10/21/2018,tuesday,13,14,0,5,Kaneohe,LA,
4254,lorem.vehicula@commodotinciduntnibh.edu,Women Charity Auction,Politics,10/7/2017,friday,14,16,0,22,Rockville,VT,
4255,fermentum.fermentum.arcu@dolorvitae.ca,Environment Guest Speaker,Education,1/20/2018,tuesday,17,19,0,19,Houston,PA,
4256,vulputate@ante.com,Politics Drive,International,10/18/2017,thursday,11,12,0,20,Bear,NE,
4257,et.malesuada.fames@magna.org,Health Social Media Fundraising,Environment,8/15/2017,wednesday,12,13,0,18,Jackson,FL,
4258,augue@cursus.com,Arts and Crafts Charity,Environment,6/28/2017,friday,12,14,0,24,Overland Park,FL,
4259,mauris@nullaDonecnon.com,Women Charity,Human Rights,9/25/2018,monday,10,11,0,21,Davenport,DE,
4260,et@nibhQuisquenonummy.com,Animals Walk,Sports,9/14/2017,friday,7,10,0,19,Akron,MI,
4261,magna.Suspendisse@felisegetvarius.ca,Human Rights Drive,Health,1/30/2017,tuesday,7,8,0,2,Provo,ID,
4262,feugiat.placerat.velit@eu.co.uk,LGBT Drive,Arts and Crafts,11/9/2018,saturday,7,10,0,10,St. Petersburg,KS,
4263,orci@semelit.co.uk,Human Rights Drive,Environment,1/27/2017,saturday,8,9,0,6,Pocatello,CO,
4264,nisl@malesuada.net,Youth Charity Auction,Sports,11/29/2018,saturday,10,11,0,10,Kansas City,MN,
4265,vel.arcu@Etiamimperdiet.ca,Politics Social Media Fundraising,Health,1/11/2018,sunday,17,19,0,19,Chesapeake,ID,
4266,dictum.cursus.Nunc@ornare.org,Technology Charity Auction,Technology,8/2/2018,thursday,12,15,0,21,Omaha,KS,
4267,et.lacinia@felis.net,LGBT Social Media Fundraising,Politics,10/26/2018,wednesday,14,16,0,22,Columbus,AK,
4268,interdum@nonvestibulumnec.ca,International Charity,Women,3/21/2018,tuesday,8,11,0,13,Kaneohe,KS,
4269,non@adipiscingenim.ca,Hunger Charity Auction,Homeless,8/10/2018,friday,7,10,0,17,Lakewood,DE,
4270,blandit@in.edu,International Charity Auction,Seniors,10/22/2018,sunday,8,11,0,23,Knoxville,MA,
4271,nisi@elitfermentum.co.uk,Youth Social Media Fundraising,International,11/28/2017,thursday,14,17,0,14,Huntsville,UT,
4272,eu@acmattisvelit.ca,Politics Drive,Women,1/29/2017,saturday,13,14,0,23,Idaho Falls,KS,
4273,Curabitur.massa.Vestibulum@pellentesque.com,Education Drive,Disaster Relief,5/15/2017,friday,13,16,0,24,Madison,AZ,
4274,malesuada.vel@orci.edu,Hunger Guest Speaker,Hunger,9/16/2018,wednesday,7,9,0,25,Lexington,MS,
4275,velit.in.aliquet@sitametorci.co.uk,Technology Guest Speaker,Seniors,11/24/2017,saturday,15,17,0,12,Jonesboro,CO,
4276,luctus.et.ultrices@convallisconvallisdolor.org,Homeless Drive,Health,4/23/2018,tuesday,13,14,0,5,Hillsboro,MS,
4277,massa@elit.net,Seniors Charity,Human Rights,7/25/2017,sunday,15,16,0,24,San Francisco,IA,
4278,diam.Sed.diam@interdumSed.com,Women Social Media Fundraising,Homeless,11/7/2017,wednesday,17,19,0,4,Orlando,FL,
4279,In@urnasuscipit.edu,Seniors Drive,Human Rights,3/10/2017,sunday,12,15,0,18,Pittsburgh,TX,
4280,lacinia.Sed@sapiencursus.com,Women Foundation,Sports,6/3/2017,monday,10,13,0,16,Tulsa,AZ,
4281,risus@in.co.uk,Education Drive,Environment,3/17/2019,saturday,14,15,0,16,Newark,VA,
4282,cursus.purus.Nullam@utmolestie.ca,Disaster Relief Drive,Disaster Relief,8/31/2017,friday,17,18,0,17,Hillsboro,VA,
4283,Donec.nibh.enim@utaliquam.net,Sports Guest Speaker,Animals,8/12/2017,wednesday,8,10,0,2,Wichita,CO,
4284,at.egestas.a@estcongue.co.uk,Technology Walk,Youth,12/10/2018,sunday,8,10,0,7,North Las Vegas,MD,
4285,Nam@dui.ca,Technology Foundation,Disaster Relief,12/14/2018,sunday,9,10,0,12,Kaneohe,CO,
4286,Fusce.aliquet.magna@rutrumjustoPraesent.org,Politics Walk,Animals,2/7/2018,tuesday,15,18,0,14,Salem,HI,
4287,Suspendisse.eleifend@sit.edu,Women Drive,Politics,9/21/2018,monday,16,17,0,25,Nampa,ME,
4288,non@ligulaAenean.ca,Sports Charity,LGBT,1/27/2017,thursday,14,17,0,12,Bellevue,VT,
4289,ipsum@dolortempusnon.com,Arts and Crafts Social Media Fundraising,Education,3/14/2018,tuesday,17,18,0,6,Nampa,MS,
4290,vehicula@consectetueradipiscingelit.com,Disaster Relief Charity Auction,Youth,6/22/2017,tuesday,10,11,0,18,Owensboro,KS,
4291,risus@aliquetdiam.ca,Homeless Charity,Education,10/3/2017,sunday,13,15,0,9,Athens,NE,
4292,Integer.urna@blandit.net,Sports Walk,Education,8/16/2017,friday,15,18,0,10,Rockville,PA,
4293,Pellentesque.habitant@nunc.ca,Education Charity,Women,8/11/2017,tuesday,16,17,0,23,Hillsboro,MA,
4294,tellus.Aenean@Praesenteunulla.ca,Faith-based Social Media Fundraising,Environment,4/19/2018,saturday,8,10,0,7,Bowling Green,PA,
4295,mi.enim.condimentum@Vestibulumante.ca,Technology Walk,Health,6/23/2017,sunday,9,12,0,15,Aurora,MT,
4296,Quisque.tincidunt@ipsumnuncid.ca,Environment Charity,Homeless,5/25/2017,friday,16,18,0,6,Ketchikan,MN,
4297,malesuada.augue@necmalesuada.edu,Youth Drive,Education,9/25/2018,tuesday,13,15,0,13,Lafayette,MS,
4298,Cras.dolor.dolor@sagittisDuis.edu,Arts and Crafts Guest Speaker,Hunger,5/12/2017,sunday,7,9,0,24,Tulsa,WA,
4299,augue.id.ante@estNunclaoreet.ca,Technology Charity,Homeless,1/14/2019,sunday,8,9,0,23,Bridgeport,MS,
4300,amet.ante.Vivamus@accumsanconvallis.ca,Politics Social Media Fundraising,Politics,12/22/2018,wednesday,13,15,0,10,Kapolei,ID,
4301,orci.quis@rhoncus.org,Sports Drive,Women,8/15/2018,thursday,9,11,0,25,Carson City,PA,
4302,quam.dignissim@estNunclaoreet.co.uk,Health Drive,Animals,2/24/2019,saturday,10,13,0,3,Juneau,OR,
4303,dis.parturient@lectusCumsociis.edu,Education Charity,Homeless,2/22/2018,thursday,15,18,0,11,Clarksville,ID,
4304,magnis@infaucibusorci.co.uk,Seniors Guest Speaker,Environment,8/11/2017,wednesday,17,18,0,18,Chattanooga,MO,
4305,elit.a.feugiat@ullamcorpermagna.net,Disaster Relief Guest Speaker,Technology,3/3/2018,wednesday,9,12,0,5,Boston,KS,
4306,adipiscing.lobortis@Donecporttitor.ca,Politics Foundation,International,3/16/2018,thursday,11,12,0,25,Sandy,TN,
4307,gravida.sagittis.Duis@tinciduntDonecvitae.ca,Seniors Guest Speaker,Arts and Crafts,5/13/2017,wednesday,11,12,0,2,Sterling Heights,MT,
4308,nunc.In@eutellusPhasellus.com,Politics Charity,Animals,7/31/2018,monday,9,12,0,22,Georgia,CO,
4309,adipiscing.fringilla.porttitor@Phasellus.net,Faith-based Charity,Technology,11/7/2017,friday,10,11,0,22,Frankfort,IA,
4310,ut.cursus.luctus@nullaCraseu.org,Disaster Relief Foundation,Health,10/23/2017,saturday,16,18,0,12,Fairbanks,MN,
4311,Proin.non@ornare.ca,Animals Drive,Youth,5/7/2017,sunday,11,14,0,2,Fresno,VA,
4312,est.Mauris@auctor.net,Sports Guest Speaker,Education,4/14/2017,sunday,17,19,0,5,Wichita,OH,
4313,dolor@sempercursus.co.uk,Faith-based Foundation,Animals,12/10/2017,saturday,7,8,0,5,Bowling Green,ID,
4314,orci.consectetuer@variusNam.edu,International Drive,Faith-based,6/24/2017,thursday,17,19,0,8,Augusta,MA,
4315,tempor.arcu@malesuadavel.edu,Homeless Drive,Human Rights,7/12/2017,monday,17,18,0,25,Hattiesburg,OK,
4316,metus@fringillamilacinia.com,Sports Drive,Politics,3/9/2017,sunday,9,10,0,21,Springfield,NV,
4317,ante@laoreetipsumCurabitur.org,Faith-based Walk,Faith-based,4/11/2017,wednesday,13,14,0,13,Cambridge,KY,
4318,velit.Quisque.varius@Crasconvallis.net,LGBT Charity Auction,Human Rights,7/19/2018,tuesday,12,13,0,24,Jonesboro,DE,
4319,dictum@nuncIn.com,Animals Walk,Sports,11/17/2017,monday,13,15,0,24,Norman,MD,
4320,suscipit.nonummy.Fusce@nulla.ca,Education Guest Speaker,Seniors,3/5/2019,wednesday,15,16,0,23,Boise,ME,
4321,Donec@NullainterdumCurabitur.co.uk,Environment Walk,Seniors,2/23/2017,thursday,11,13,0,11,Newport News,ME,
4322,vel.lectus@magnased.org,Arts and Crafts Foundation,Education,12/26/2018,thursday,8,11,0,9,Louisville,IN,
4323,Nulla.tincidunt@purusaccumsaninterdum.net,Politics Walk,Disaster Relief,3/5/2017,tuesday,8,11,0,20,Bear,MT,
4324,laoreet.libero.et@gravidasitamet.net,Women Walk,Technology,9/30/2017,monday,14,16,0,9,Overland Park,UT,
4325,Aenean.egestas@ascelerisque.co.uk,Politics Charity Auction,Disaster Relief,3/6/2017,saturday,17,19,0,12,Milwaukee,KS,
4326,nisl@Aeneanegetmetus.co.uk,Women Social Media Fundraising,Human Rights,8/26/2018,tuesday,15,17,0,12,Kansas City,AR,
4327,nibh.Phasellus.nulla@Maurisnondui.com,Arts and Crafts Guest Speaker,Animals,8/10/2018,sunday,13,14,0,15,Bangor,WI,
4328,ac@Nunclectus.net,Environment Charity,Faith-based,7/17/2017,sunday,15,18,0,18,Lexington,KY,
4329,pellentesque.massa.lobortis@ullamcorper.ca,Technology Charity Auction,Women,11/20/2018,sunday,16,17,0,10,Chattanooga,WY,
4330,cursus@amet.co.uk,Education Foundation,Homeless,2/18/2019,friday,15,18,0,15,Lansing,TN,
4331,orci@Sedegetlacus.edu,Health Drive,Youth,4/2/2017,sunday,12,15,0,17,Erie,ID,
4332,consectetuer@vitae.edu,Seniors Charity Auction,Homeless,6/24/2018,saturday,11,12,0,5,Louisville,OH,
4333,nonummy.Fusce.fermentum@necligula.edu,Politics Walk,Homeless,3/9/2017,saturday,11,14,0,17,Hattiesburg,FL,
4334,orci.lacus.vestibulum@lacusCras.ca,Education Social Media Fundraising,Hunger,9/16/2017,wednesday,8,9,0,23,Salem,NE,
4335,ipsum@Nullaaliquet.edu,Education Foundation,Technology,6/2/2018,thursday,8,11,0,6,Toledo,UT,
4336,ac@risusInmi.com,Education Guest Speaker,Disaster Relief,10/11/2017,tuesday,15,18,0,22,Spokane,CT,
4337,convallis@ornareplaceratorci.org,Homeless Guest Speaker,Seniors,7/5/2018,thursday,17,20,0,6,Overland Park,WI,
4338,eu@Aliquamvulputateullamcorper.co.uk,Homeless Walk,Environment,2/27/2018,sunday,15,17,0,15,Gillette,MO,
4339,scelerisque.neque.Nullam@eu.com,Women Guest Speaker,Hunger,1/16/2017,monday,10,12,0,4,Chesapeake,FL,
4340,at.fringilla@non.co.uk,Environment Drive,Human Rights,4/9/2018,thursday,9,11,0,17,Colchester,UT,
4341,Phasellus@Sedet.co.uk,International Walk,Seniors,3/20/2018,tuesday,16,18,0,8,Portland,MT,
4342,pellentesque@euodio.net,Animals Charity,Homeless,2/22/2019,saturday,15,16,0,2,Detroit,VA,
4343,mauris.rhoncus.id@magnaSuspendisse.com,Women Drive,Faith-based,7/1/2018,tuesday,10,12,0,19,Huntsville,WY,
4344,Praesent@erosnec.com,Sports Guest Speaker,Women,10/7/2018,monday,8,9,0,18,Athens,IL,
4345,Mauris.eu@Mauris.com,Environment Charity,Women,5/18/2018,friday,7,9,0,20,Butte,AL,
4346,arcu.iaculis@disparturient.net,Youth Social Media Fundraising,International,1/6/2019,saturday,10,13,0,20,Independence,NV,
4347,ipsum.Suspendisse.non@mauris.com,Health Walk,LGBT,10/13/2017,sunday,16,18,0,8,Wyoming,MS,
4348,Cras.sed.leo@laciniamattisInteger.org,Education Charity,Sports,4/29/2017,tuesday,16,17,0,17,Chattanooga,MO,
4349,Vivamus.euismod@ante.net,LGBT Walk,Homeless,2/24/2019,thursday,17,18,0,25,Athens,FL,
4350,velit.Pellentesque@molestieorci.edu,International Social Media Fundraising,LGBT,2/3/2017,sunday,16,17,0,15,Rockford,LA,
4351,nunc.sed.libero@ipsum.ca,Homeless Social Media Fundraising,International,6/14/2018,wednesday,14,15,0,22,Augusta,MO,
4352,justo.faucibus.lectus@ametdiameu.com,Disaster Relief Guest Speaker,Hunger,9/10/2018,friday,15,16,0,7,Boston,DE,
4353,est.arcu.ac@nequesedsem.org,Technology Foundation,Technology,9/11/2018,sunday,9,10,0,22,Pittsburgh,IN,
4354,risus.a@ornare.net,Education Guest Speaker,Hunger,11/27/2018,tuesday,9,10,0,8,Worcester,MI,
4355,in.aliquet.lobortis@luctusCurabituregestas.net,Human Rights Foundation,Sports,5/16/2018,sunday,9,10,0,17,San Diego,IL,
4356,lorem.ac@nonummy.co.uk,Faith-based Foundation,LGBT,4/1/2017,saturday,10,13,0,17,Covington,CO,
4357,primis.in.faucibus@ligulaNullam.com,Women Walk,Arts and Crafts,6/24/2017,friday,12,13,0,25,Rockford,AK,
4358,egestas@quis.co.uk,International Charity,Faith-based,3/6/2019,thursday,12,14,0,23,Springfield,MS,
4359,ut.erat.Sed@at.net,Politics Guest Speaker,International,11/26/2018,friday,12,14,0,10,Montpelier,AL,
4360,amet.dapibus.id@dapibus.org,Health Social Media Fundraising,Technology,1/18/2017,saturday,7,8,0,8,Fort Smith,IA,
4361,tortor.Integer.aliquam@tortorat.co.uk,Environment Guest Speaker,Sports,11/14/2018,thursday,8,9,0,8,Lakewood,IN,
4362,Fusce.diam.nunc@ipsumPhasellusvitae.ca,Technology Charity,Youth,12/26/2017,thursday,13,14,0,2,Honolulu,DE,
4363,tincidunt.neque@liberoatauctor.net,Education Drive,Animals,8/20/2017,monday,8,10,0,4,Tacoma,MT,
4364,vel@aauctor.net,Youth Walk,Animals,6/24/2018,sunday,15,16,0,17,Pike Creek,WI,
4365,massa.non.ante@Integer.com,Women Foundation,Politics,11/25/2017,sunday,17,20,0,5,Newark,OR,
4366,justo.Proin@vitae.com,Environment Charity Auction,Disaster Relief,5/19/2017,thursday,7,8,0,12,Springdale,MO,
4367,consectetuer@ipsumSuspendissenon.com,Seniors Walk,Human Rights,2/6/2017,saturday,10,13,0,10,Tulsa,IA,
4368,Proin.vel@eu.org,Youth Guest Speaker,Sports,8/15/2017,saturday,7,8,0,24,Fort Worth,TX,
4369,Fusce.aliquet.magna@interdumCurabiturdictum.com,Environment Guest Speaker,Arts and Crafts,6/12/2018,thursday,8,9,0,11,Fort Smith,AR,
4370,pede@consectetuer.edu,Seniors Charity Auction,Sports,3/3/2017,monday,10,13,0,8,Gresham,KS,
4371,sed.leo.Cras@lorem.ca,Politics Charity,Education,8/2/2018,saturday,17,18,0,21,Casper,MS,
4372,luctus@lorem.org,Human Rights Charity,Homeless,6/30/2018,saturday,11,12,0,8,Frankfort,DE,
4373,Morbi@suscipitestac.co.uk,Human Rights Foundation,Seniors,11/8/2017,thursday,9,11,0,7,Bellevue,VT,
4374,ac@enimnec.net,Homeless Charity,Health,4/20/2017,tuesday,8,9,0,22,Fayetteville,HI,
4375,dictum.cursus@neceuismodin.ca,Faith-based Walk,Environment,3/6/2018,monday,17,19,0,23,New Orleans,VA,
4376,arcu@nullaCraseu.ca,Seniors Foundation,Politics,12/18/2017,monday,17,20,0,19,Grand Rapids,TN,
4377,viverra@lobortis.org,Faith-based Social Media Fundraising,Seniors,10/20/2018,tuesday,12,14,0,14,Montgomery,LA,
4378,neque@acorciUt.edu,Education Foundation,Animals,7/17/2017,thursday,11,14,0,12,Columbus,AK,
4379,convallis.ante.lectus@eratneque.edu,Seniors Guest Speaker,Politics,3/2/2018,wednesday,16,19,0,18,North Las Vegas,OK,
4380,purus@molestietellusAenean.co.uk,Education Walk,Politics,9/3/2017,wednesday,9,11,0,8,Fairbanks,VA,
4381,Nunc.ut.erat@hymenaeosMaurisut.net,Women Foundation,Education,2/13/2017,tuesday,14,15,0,23,Portland,KY,
4382,metus.Vivamus@pede.com,Education Drive,Politics,5/22/2017,sunday,13,15,0,6,Gresham,AK,
4383,ipsum@mus.org,Environment Foundation,LGBT,5/5/2018,friday,13,15,0,5,Portland,OH,
4384,Duis.sit@elementumlorem.edu,Youth Charity,Health,2/21/2018,monday,16,17,0,18,Orlando,OK,
4385,velit@velvenenatis.net,Disaster Relief Charity,Women,3/6/2019,tuesday,14,17,0,18,Indianapolis,WY,
4386,dolor.Donec.fringilla@non.co.uk,Human Rights Social Media Fundraising,Homeless,3/25/2017,wednesday,14,15,0,22,Fort Worth,IN,
4387,lacinia.Sed@sapiencursus.com,Health Charity,LGBT,3/3/2017,friday,15,16,0,23,Wichita,ME,
4388,Aenean.eget@sedpedenec.net,Education Charity,Youth,6/26/2017,thursday,11,14,0,25,North Las Vegas,IL,
4389,nisi.nibh@miDuisrisus.com,Disaster Relief Foundation,Sports,5/1/2017,wednesday,7,9,0,8,Wyoming,FL,
4390,ut@Proin.edu,Human Rights Charity Auction,Education,8/18/2018,tuesday,15,16,0,22,Juneau,NE,
4391,quis.accumsan@eratinconsectetuer.net,Homeless Charity Auction,Technology,1/26/2017,saturday,16,17,0,21,Newark,DE,
4392,laoreet.libero.et@gravidasitamet.net,Human Rights Charity,LGBT,10/25/2017,sunday,12,13,0,15,Flint,AR,
4393,Nam.ac@fringillami.ca,Sports Guest Speaker,Homeless,1/28/2018,monday,10,13,0,5,West Jordan,HI,
4394,at.nisi.Cum@ametconsectetuer.edu,Women Walk,Health,8/27/2018,tuesday,13,14,0,25,Springdale,MT,
4395,risus.Donec.egestas@pede.co.uk,Politics Walk,Education,8/27/2018,wednesday,7,8,0,3,Lafayette,NV,
4396,sapien.Aenean.massa@egestasligulaNullam.com,Hunger Foundation,Politics,11/28/2017,monday,10,11,0,19,San Jose,WA,
4397,pellentesque.massa.lobortis@tristique.co.uk,Seniors Guest Speaker,Hunger,4/25/2017,saturday,12,15,0,8,Knoxville,WA,
4398,Quisque.tincidunt.pede@nec.com,Politics Foundation,Seniors,7/10/2018,friday,11,14,0,22,Allentown,OR,
4399,neque@scelerisquelorem.org,Arts and Crafts Drive,LGBT,2/17/2018,friday,13,16,0,11,Houston,LA,
4400,cursus.purus@vitaeorciPhasellus.co.uk,Human Rights Charity,Women,1/1/2017,monday,13,15,0,25,Fayetteville,CT,
4401,diam.Proin@vitaeodiosagittis.ca,Seniors Drive,Education,10/31/2018,monday,10,12,0,18,Madison,LA,
4402,dui@nuncQuisqueornare.com,Women Charity,Technology,3/4/2019,friday,15,18,0,7,Fairbanks,WY,
4403,penatibus.et@nasceturridiculusmus.org,Youth Charity Auction,Faith-based,3/20/2018,monday,13,15,0,24,Houston,TN,
